Order Date,Region,Country,Category,Product,Sales Rep,Channel,Units Sold,Unit Price,Unit Cost,Revenue,Cost,Profit,Margin %
2025-05-22,North,Canada,Office,Notebook Set,A. Patel,Online,17,$14.99,$8.69,$254.83,$147.73,$107.10,42.0%
2025-05-22,North,USA,Apparel,Backpack,K. Ivanova,Online,34,$54.99,$26.95,"$1,869.66",$916.30,$953.36,51.0%
2025-05-23,West,UK,Office,Desk Lamp,S. Owusu,Online,21,$29.99,$16.79,$629.79,$352.59,$277.20,44.0%
2025-05-23,North,Canada,Home & Kitchen,Coffee Maker,S. Owusu,Online,15,$69.99,$41.29,"$1,049.85",$619.35,$430.50,41.0%
2025-05-23,East,Japan,Home & Kitchen,Coffee Maker,J. Kim,Online,38,$69.99,$41.29,"$2,659.62","$1,569.02","$1,090.60",41.0%
2025-05-23,North,USA,Electronics,Bluetooth Speaker,J. Kim,Retail Store,6,$39.99,$20.39,$239.94,$122.34,$117.60,49.0%
2025-05-24,North,USA,Electronics,Laptop Stand,S. Owusu,Retail Store,22,$24.99,$12.25,$549.78,$269.50,$280.28,51.0%
2025-05-24,South,Brazil,Apparel,Running Shoes,J. Kim,Wholesale,33,$74.99,$39.74,"$2,474.67","$1,311.42","$1,163.25",47.0%
2025-05-24,West,UK,Electronics,Smart Watch,K. Ivanova,Retail Store,5,$149.99,$69.00,$749.95,$345.00,$404.95,54.0%
2025-05-24,West,UK,Apparel,Backpack,T. Novak,Wholesale,29,$54.99,$26.95,"$1,594.71",$781.55,$813.16,51.0%
2025-05-24,East,India,Electronics,Bluetooth Speaker,R. Chen,Online,32,$39.99,$20.39,"$1,279.68",$652.48,$627.20,49.0%
2025-05-25,North,Canada,Office,Desk Lamp,A. Patel,Online,13,$29.99,$16.79,$389.87,$218.27,$171.60,44.0%
2025-05-26,West,UK,Home & Kitchen,Blender,K. Ivanova,Wholesale,13,$44.99,$28.34,$584.87,$368.42,$216.45,37.0%
2025-05-26,North,Canada,Home & Kitchen,Blender,M. Silva,Retail Store,40,$44.99,$28.34,"$1,799.60","$1,133.60",$666.00,37.0%
2025-05-26,South,Argentina,Apparel,Backpack,K. Ivanova,Online,4,$54.99,$26.95,$219.96,$107.80,$112.16,51.0%
2025-05-26,East,Japan,Apparel,Sunglasses,J. Kim,Online,29,$34.99,$19.24,"$1,014.71",$557.96,$456.75,45.0%
2025-05-27,West,Germany,Home & Kitchen,Coffee Maker,T. Novak,Online,4,$69.99,$41.29,$279.96,$165.16,$114.80,41.0%
2025-05-28,West,UK,Office,Notebook Set,L. Rossi,Wholesale,33,$14.99,$8.69,$494.67,$286.77,$207.90,42.0%
2025-05-28,West,UK,Office,Desk Chair,S. Owusu,Online,8,$179.99,$82.80,"$1,439.92",$662.40,$777.52,54.0%
2025-05-28,West,Germany,Home & Kitchen,Cookware Set,R. Chen,Retail Store,19,$119.99,$56.40,"$2,279.81","$1,071.60","$1,208.21",53.0%
2025-05-29,North,Canada,Electronics,Bluetooth Speaker,M. Silva,Retail Store,40,$39.99,$20.39,"$1,599.60",$815.60,$784.00,49.0%
2025-05-29,North,Canada,Electronics,Bluetooth Speaker,K. Ivanova,Retail Store,31,$39.99,$20.39,"$1,239.69",$632.09,$607.60,49.0%
2025-05-29,East,Japan,Office,Desk Chair,J. Kim,Wholesale,3,$179.99,$82.80,$539.97,$248.40,$291.57,54.0%
2025-05-29,West,UK,Apparel,Running Shoes,A. Patel,Online,19,$74.99,$39.74,"$1,424.81",$755.06,$669.75,47.0%
2025-05-30,South,Brazil,Apparel,Jacket,L. Rossi,Wholesale,28,$99.99,$46.00,"$2,799.72","$1,288.00","$1,511.72",54.0%
2025-05-30,West,UK,Electronics,Bluetooth Speaker,S. Owusu,Online,34,$39.99,$20.39,"$1,359.66",$693.26,$666.40,49.0%
2025-05-30,East,India,Home & Kitchen,Air Fryer,R. Chen,Online,36,$89.99,$53.99,"$3,239.64","$1,943.64","$1,296.00",40.0%
2025-05-31,East,Japan,Office,Monitor Arm,R. Chen,Online,37,$64.99,$31.85,"$2,404.63","$1,178.45","$1,226.18",51.0%
2025-05-31,West,UK,Home & Kitchen,Cookware Set,T. Novak,Retail Store,36,$119.99,$56.40,"$4,319.64","$2,030.40","$2,289.24",53.0%
2025-06-01,East,India,Office,Desk Chair,M. Silva,Retail Store,15,$179.99,$82.80,"$2,699.85","$1,242.00","$1,457.85",54.0%
2025-06-02,West,Germany,Home & Kitchen,Cookware Set,R. Chen,Online,32,$119.99,$56.40,"$3,839.68","$1,804.80","$2,034.88",53.0%
2025-06-02,West,UK,Electronics,Smart Watch,K. Ivanova,Online,30,$149.99,$69.00,"$4,499.70","$2,070.00","$2,429.70",54.0%
2025-06-02,North,Canada,Apparel,Backpack,J. Kim,Online,8,$54.99,$26.95,$439.92,$215.60,$224.32,51.0%
2025-06-02,East,Japan,Apparel,Sunglasses,M. Silva,Online,32,$34.99,$19.24,"$1,119.68",$615.68,$504.00,45.0%
2025-06-02,East,India,Home & Kitchen,Air Fryer,A. Patel,Online,39,$89.99,$53.99,"$3,509.61","$2,105.61","$1,404.00",40.0%
2025-06-02,West,UK,Apparel,Jacket,L. Rossi,Wholesale,17,$99.99,$46.00,"$1,699.83",$782.00,$917.83,54.0%
2025-06-03,North,USA,Apparel,Running Shoes,J. Kim,Retail Store,10,$74.99,$39.74,$749.90,$397.40,$352.50,47.0%
2025-06-03,East,Japan,Apparel,Sunglasses,T. Novak,Retail Store,13,$34.99,$19.24,$454.87,$250.12,$204.75,45.0%
2025-06-03,South,Brazil,Apparel,Jacket,J. Kim,Wholesale,9,$99.99,$46.00,$899.91,$414.00,$485.91,54.0%
2025-06-03,East,Japan,Office,Desk Chair,L. Rossi,Retail Store,5,$179.99,$82.80,$899.95,$414.00,$485.95,54.0%
2025-06-03,West,UK,Apparel,Sunglasses,J. Kim,Wholesale,29,$34.99,$19.24,"$1,014.71",$557.96,$456.75,45.0%
2025-06-04,West,UK,Electronics,Laptop Stand,L. Rossi,Online,7,$24.99,$12.25,$174.93,$85.75,$89.18,51.0%
2025-06-04,West,UK,Apparel,Jacket,L. Rossi,Retail Store,7,$99.99,$46.00,$699.93,$322.00,$377.93,54.0%
2025-06-04,North,USA,Apparel,Jacket,M. Silva,Wholesale,21,$99.99,$46.00,"$2,099.79",$966.00,"$1,133.79",54.0%
2025-06-05,North,USA,Home & Kitchen,Air Fryer,K. Ivanova,Wholesale,39,$89.99,$53.99,"$3,509.61","$2,105.61","$1,404.00",40.0%
2025-06-05,North,Canada,Apparel,Sunglasses,S. Owusu,Online,28,$34.99,$19.24,$979.72,$538.72,$441.00,45.0%
2025-06-05,East,Japan,Home & Kitchen,Cookware Set,T. Novak,Retail Store,4,$119.99,$56.40,$479.96,$225.60,$254.36,53.0%
2025-06-05,East,India,Office,Monitor Arm,A. Patel,Retail Store,19,$64.99,$31.85,"$1,234.81",$605.15,$629.66,51.0%
2025-06-05,East,Japan,Electronics,Bluetooth Speaker,M. Silva,Retail Store,29,$39.99,$20.39,"$1,159.71",$591.31,$568.40,49.0%
2025-06-07,South,Argentina,Apparel,Running Shoes,T. Novak,Online,15,$74.99,$39.74,"$1,124.85",$596.10,$528.75,47.0%
2025-06-07,North,USA,Home & Kitchen,Cookware Set,K. Ivanova,Wholesale,10,$119.99,$56.40,"$1,199.90",$564.00,$635.90,53.0%
2025-06-07,West,UK,Electronics,Bluetooth Speaker,M. Silva,Online,4,$39.99,$20.39,$159.96,$81.56,$78.40,49.0%
2025-06-09,South,Brazil,Office,Notebook Set,M. Silva,Online,3,$14.99,$8.69,$44.97,$26.07,$18.90,42.0%
2025-06-09,West,UK,Office,Notebook Set,L. Rossi,Online,5,$14.99,$8.69,$74.95,$43.45,$31.50,42.0%
2025-06-09,East,India,Electronics,Wireless Earbuds,T. Novak,Online,20,$59.99,$34.79,"$1,199.80",$695.80,$504.00,42.0%
2025-06-10,North,USA,Office,Notebook Set,R. Chen,Retail Store,11,$14.99,$8.69,$164.89,$95.59,$69.30,42.0%
2025-06-10,South,Brazil,Home & Kitchen,Blender,S. Owusu,Wholesale,9,$44.99,$28.34,$404.91,$255.06,$149.85,37.0%
2025-06-10,North,USA,Electronics,Wireless Earbuds,L. Rossi,Online,7,$59.99,$34.79,$419.93,$243.53,$176.40,42.0%
2025-06-10,East,India,Office,Notebook Set,J. Kim,Online,9,$14.99,$8.69,$134.91,$78.21,$56.70,42.0%
2025-06-10,East,Japan,Home & Kitchen,Cookware Set,R. Chen,Online,12,$119.99,$56.40,"$1,439.88",$676.80,$763.08,53.0%
2025-06-10,West,Germany,Apparel,Backpack,M. Silva,Online,6,$54.99,$26.95,$329.94,$161.70,$168.24,51.0%
2025-06-11,North,USA,Home & Kitchen,Coffee Maker,K. Ivanova,Online,38,$69.99,$41.29,"$2,659.62","$1,569.02","$1,090.60",41.0%
2025-06-12,East,Japan,Home & Kitchen,Air Fryer,L. Rossi,Online,9,$89.99,$53.99,$809.91,$485.91,$324.00,40.0%
2025-06-13,North,Canada,Home & Kitchen,Coffee Maker,A. Patel,Online,31,$69.99,$41.29,"$2,169.69","$1,279.99",$889.70,41.0%
2025-06-13,South,Argentina,Apparel,Sunglasses,A. Patel,Retail Store,15,$34.99,$19.24,$524.85,$288.60,$236.25,45.0%
2025-06-13,East,Japan,Home & Kitchen,Blender,L. Rossi,Online,26,$44.99,$28.34,"$1,169.74",$736.84,$432.90,37.0%
2025-06-13,South,Brazil,Apparel,Backpack,K. Ivanova,Wholesale,37,$54.99,$26.95,"$2,034.63",$997.15,"$1,037.48",51.0%
2025-06-13,West,UK,Apparel,Jacket,A. Patel,Online,27,$99.99,$46.00,"$2,699.73","$1,242.00","$1,457.73",54.0%
2025-06-14,South,Brazil,Electronics,Smart Watch,R. Chen,Retail Store,23,$149.99,$69.00,"$3,449.77","$1,587.00","$1,862.77",54.0%
2025-06-14,North,USA,Home & Kitchen,Air Fryer,J. Kim,Online,14,$89.99,$53.99,"$1,259.86",$755.86,$504.00,40.0%
2025-06-15,South,Brazil,Office,Notebook Set,S. Owusu,Wholesale,29,$14.99,$8.69,$434.71,$252.01,$182.70,42.0%
2025-06-15,West,UK,Office,Desk Lamp,T. Novak,Online,36,$29.99,$16.79,"$1,079.64",$604.44,$475.20,44.0%
2025-06-16,North,USA,Home & Kitchen,Coffee Maker,A. Patel,Retail Store,18,$69.99,$41.29,"$1,259.82",$743.22,$516.60,41.0%
2025-06-16,West,Germany,Apparel,Jacket,K. Ivanova,Wholesale,22,$99.99,$46.00,"$2,199.78","$1,012.00","$1,187.78",54.0%
2025-06-16,East,Japan,Electronics,Laptop Stand,J. Kim,Online,10,$24.99,$12.25,$249.90,$122.50,$127.40,51.0%
2025-06-16,West,Germany,Electronics,Wireless Earbuds,K. Ivanova,Online,31,$59.99,$34.79,"$1,859.69","$1,078.49",$781.20,42.0%
2025-06-16,North,Canada,Office,Desk Lamp,L. Rossi,Online,16,$29.99,$16.79,$479.84,$268.64,$211.20,44.0%
2025-06-16,North,Canada,Office,Desk Lamp,T. Novak,Online,31,$29.99,$16.79,$929.69,$520.49,$409.20,44.0%
2025-06-17,East,India,Home & Kitchen,Cookware Set,K. Ivanova,Online,20,$119.99,$56.40,"$2,399.80","$1,128.00","$1,271.80",53.0%
2025-06-17,North,Canada,Electronics,Smart Watch,M. Silva,Online,16,$149.99,$69.00,"$2,399.84","$1,104.00","$1,295.84",54.0%
2025-06-17,North,USA,Home & Kitchen,Blender,R. Chen,Online,35,$44.99,$28.34,"$1,574.65",$991.90,$582.75,37.0%
2025-06-19,North,USA,Apparel,Sunglasses,R. Chen,Online,37,$34.99,$19.24,"$1,294.63",$711.88,$582.75,45.0%
2025-06-19,East,Japan,Apparel,Backpack,T. Novak,Online,13,$54.99,$26.95,$714.87,$350.35,$364.52,51.0%
2025-06-19,North,Canada,Electronics,Laptop Stand,A. Patel,Retail Store,27,$24.99,$12.25,$674.73,$330.75,$343.98,51.0%
2025-06-20,West,Germany,Home & Kitchen,Coffee Maker,S. Owusu,Wholesale,21,$69.99,$41.29,"$1,469.79",$867.09,$602.70,41.0%
2025-06-20,East,Japan,Electronics,Wireless Earbuds,S. Owusu,Online,22,$59.99,$34.79,"$1,319.78",$765.38,$554.40,42.0%
2025-06-20,West,UK,Home & Kitchen,Blender,J. Kim,Online,39,$44.99,$28.34,"$1,754.61","$1,105.26",$649.35,37.0%
2025-06-21,West,Germany,Electronics,Bluetooth Speaker,S. Owusu,Retail Store,2,$39.99,$20.39,$79.98,$40.78,$39.20,49.0%
2025-06-21,North,Canada,Electronics,Wireless Earbuds,L. Rossi,Retail Store,18,$59.99,$34.79,"$1,079.82",$626.22,$453.60,42.0%
2025-06-21,North,USA,Home & Kitchen,Cookware Set,J. Kim,Wholesale,13,$119.99,$56.40,"$1,559.87",$733.20,$826.67,53.0%
2025-06-23,East,India,Home & Kitchen,Coffee Maker,L. Rossi,Online,2,$69.99,$41.29,$139.98,$82.58,$57.40,41.0%
2025-06-23,North,USA,Apparel,Jacket,J. Kim,Online,15,$99.99,$46.00,"$1,499.85",$690.00,$809.85,54.0%
2025-06-23,South,Argentina,Office,Monitor Arm,S. Owusu,Retail Store,11,$64.99,$31.85,$714.89,$350.35,$364.54,51.0%
2025-06-24,East,India,Apparel,Backpack,K. Ivanova,Wholesale,29,$54.99,$26.95,"$1,594.71",$781.55,$813.16,51.0%
2025-06-24,West,UK,Home & Kitchen,Coffee Maker,M. Silva,Online,7,$69.99,$41.29,$489.93,$289.03,$200.90,41.0%
2025-06-24,West,UK,Home & Kitchen,Coffee Maker,S. Owusu,Retail Store,31,$69.99,$41.29,"$2,169.69","$1,279.99",$889.70,41.0%
2025-06-24,East,India,Electronics,Bluetooth Speaker,S. Owusu,Retail Store,27,$39.99,$20.39,"$1,079.73",$550.53,$529.20,49.0%
2025-06-26,South,Brazil,Home & Kitchen,Cookware Set,A. Patel,Retail Store,34,$119.99,$56.40,"$4,079.66","$1,917.60","$2,162.06",53.0%
2025-06-26,East,Japan,Apparel,Jacket,A. Patel,Online,15,$99.99,$46.00,"$1,499.85",$690.00,$809.85,54.0%
2025-06-26,East,Japan,Electronics,Laptop Stand,K. Ivanova,Online,28,$24.99,$12.25,$699.72,$343.00,$356.72,51.0%
2025-06-26,North,Canada,Home & Kitchen,Blender,K. Ivanova,Retail Store,29,$44.99,$28.34,"$1,304.71",$821.86,$482.85,37.0%
2025-06-26,North,USA,Office,Monitor Arm,T. Novak,Online,36,$64.99,$31.85,"$2,339.64","$1,146.60","$1,193.04",51.0%
2025-06-26,East,Japan,Apparel,Running Shoes,R. Chen,Online,20,$74.99,$39.74,"$1,499.80",$794.80,$705.00,47.0%
2025-06-28,West,Germany,Apparel,Running Shoes,M. Silva,Online,32,$74.99,$39.74,"$2,399.68","$1,271.68","$1,128.00",47.0%
2025-06-28,West,Germany,Electronics,Smart Watch,A. Patel,Retail Store,25,$149.99,$69.00,"$3,749.75","$1,725.00","$2,024.75",54.0%
2025-06-29,East,Japan,Home & Kitchen,Air Fryer,T. Novak,Retail Store,22,$89.99,$53.99,"$1,979.78","$1,187.78",$792.00,40.0%
2025-06-29,East,India,Electronics,Wireless Earbuds,L. Rossi,Online,27,$59.99,$34.79,"$1,619.73",$939.33,$680.40,42.0%
2025-07-01,West,Germany,Office,Desk Chair,J. Kim,Online,22,$179.99,$82.80,"$3,959.78","$1,821.60","$2,138.18",54.0%
2025-07-02,West,UK,Apparel,Backpack,M. Silva,Online,26,$54.99,$26.95,"$1,429.74",$700.70,$729.04,51.0%
2025-07-02,West,Germany,Office,Notebook Set,M. Silva,Retail Store,7,$14.99,$8.69,$104.93,$60.83,$44.10,42.0%
2025-07-03,South,Brazil,Office,Desk Chair,R. Chen,Online,9,$179.99,$82.80,"$1,619.91",$745.20,$874.71,54.0%
2025-07-03,North,Canada,Home & Kitchen,Coffee Maker,J. Kim,Retail Store,11,$69.99,$41.29,$769.89,$454.19,$315.70,41.0%
2025-07-04,East,India,Home & Kitchen,Air Fryer,M. Silva,Online,36,$89.99,$53.99,"$3,239.64","$1,943.64","$1,296.00",40.0%
2025-07-04,East,India,Office,Desk Chair,J. Kim,Retail Store,29,$179.99,$82.80,"$5,219.71","$2,401.20","$2,818.51",54.0%
2025-07-04,East,Japan,Apparel,Running Shoes,L. Rossi,Online,39,$74.99,$39.74,"$2,924.61","$1,549.86","$1,374.75",47.0%
2025-07-04,West,Germany,Electronics,Smart Watch,M. Silva,Online,8,$149.99,$69.00,"$1,199.92",$552.00,$647.92,54.0%
2025-07-04,South,Brazil,Office,Monitor Arm,M. Silva,Retail Store,27,$64.99,$31.85,"$1,754.73",$859.95,$894.78,51.0%
2025-07-05,South,Brazil,Office,Desk Chair,A. Patel,Wholesale,10,$179.99,$82.80,"$1,799.90",$828.00,$971.90,54.0%
2025-07-05,North,Canada,Apparel,Running Shoes,L. Rossi,Online,8,$74.99,$39.74,$599.92,$317.92,$282.00,47.0%
2025-07-05,West,UK,Home & Kitchen,Cookware Set,S. Owusu,Online,5,$119.99,$56.40,$599.95,$282.00,$317.95,53.0%
2025-07-05,West,Germany,Apparel,Running Shoes,A. Patel,Retail Store,4,$74.99,$39.74,$299.96,$158.96,$141.00,47.0%
2025-07-05,North,Canada,Office,Monitor Arm,A. Patel,Online,26,$64.99,$31.85,"$1,689.74",$828.10,$861.64,51.0%
2025-07-06,North,USA,Home & Kitchen,Air Fryer,K. Ivanova,Wholesale,14,$89.99,$53.99,"$1,259.86",$755.86,$504.00,40.0%
2025-07-07,South,Brazil,Apparel,Backpack,J. Kim,Retail Store,37,$54.99,$26.95,"$2,034.63",$997.15,"$1,037.48",51.0%
2025-07-08,West,Germany,Apparel,Sunglasses,L. Rossi,Wholesale,13,$34.99,$19.24,$454.87,$250.12,$204.75,45.0%
2025-07-08,East,India,Office,Notebook Set,A. Patel,Retail Store,17,$14.99,$8.69,$254.83,$147.73,$107.10,42.0%
2025-07-08,North,Canada,Electronics,Wireless Earbuds,T. Novak,Online,14,$59.99,$34.79,$839.86,$487.06,$352.80,42.0%
2025-07-08,South,Argentina,Office,Desk Lamp,K. Ivanova,Online,39,$29.99,$16.79,"$1,169.61",$654.81,$514.80,44.0%
2025-07-09,East,India,Office,Notebook Set,A. Patel,Retail Store,36,$14.99,$8.69,$539.64,$312.84,$226.80,42.0%
2025-07-09,North,Canada,Home & Kitchen,Cookware Set,J. Kim,Online,16,$119.99,$56.40,"$1,919.84",$902.40,"$1,017.44",53.0%
2025-07-09,North,Canada,Electronics,Wireless Earbuds,S. Owusu,Retail Store,3,$59.99,$34.79,$179.97,$104.37,$75.60,42.0%
2025-07-10,West,UK,Apparel,Running Shoes,M. Silva,Online,26,$74.99,$39.74,"$1,949.74","$1,033.24",$916.50,47.0%
2025-07-11,West,Germany,Office,Desk Lamp,J. Kim,Retail Store,35,$29.99,$16.79,"$1,049.65",$587.65,$462.00,44.0%
2025-07-11,West,Germany,Home & Kitchen,Coffee Maker,T. Novak,Retail Store,6,$69.99,$41.29,$419.94,$247.74,$172.20,41.0%
2025-07-12,South,Argentina,Home & Kitchen,Air Fryer,T. Novak,Retail Store,21,$89.99,$53.99,"$1,889.79","$1,133.79",$756.00,40.0%
2025-07-12,North,USA,Home & Kitchen,Coffee Maker,R. Chen,Online,33,$69.99,$41.29,"$2,309.67","$1,362.57",$947.10,41.0%
2025-07-14,East,Japan,Apparel,Running Shoes,K. Ivanova,Online,35,$74.99,$39.74,"$2,624.65","$1,390.90","$1,233.75",47.0%
2025-07-14,South,Argentina,Apparel,Backpack,K. Ivanova,Wholesale,32,$54.99,$26.95,"$1,759.68",$862.40,$897.28,51.0%
2025-07-14,South,Brazil,Apparel,Jacket,S. Owusu,Retail Store,35,$99.99,$46.00,"$3,499.65","$1,610.00","$1,889.65",54.0%
2025-07-14,East,Japan,Electronics,Wireless Earbuds,K. Ivanova,Online,3,$59.99,$34.79,$179.97,$104.37,$75.60,42.0%
2025-07-14,West,UK,Home & Kitchen,Cookware Set,J. Kim,Retail Store,21,$119.99,$56.40,"$2,519.79","$1,184.40","$1,335.39",53.0%
2025-07-15,East,India,Office,Monitor Arm,T. Novak,Online,15,$64.99,$31.85,$974.85,$477.75,$497.10,51.0%
2025-07-16,West,UK,Office,Monitor Arm,S. Owusu,Retail Store,33,$64.99,$31.85,"$2,144.67","$1,051.05","$1,093.62",51.0%
2025-07-16,West,UK,Office,Monitor Arm,M. Silva,Online,9,$64.99,$31.85,$584.91,$286.65,$298.26,51.0%
2025-07-16,West,Germany,Office,Desk Lamp,K. Ivanova,Online,6,$29.99,$16.79,$179.94,$100.74,$79.20,44.0%
2025-07-16,West,Germany,Electronics,Smart Watch,T. Novak,Online,40,$149.99,$69.00,"$5,999.60","$2,760.00","$3,239.60",54.0%
2025-07-16,East,Japan,Electronics,Bluetooth Speaker,S. Owusu,Online,36,$39.99,$20.39,"$1,439.64",$734.04,$705.60,49.0%
2025-07-16,West,Germany,Office,Desk Lamp,K. Ivanova,Online,12,$29.99,$16.79,$359.88,$201.48,$158.40,44.0%
2025-07-17,East,India,Office,Desk Lamp,S. Owusu,Wholesale,34,$29.99,$16.79,"$1,019.66",$570.86,$448.80,44.0%
2025-07-17,East,India,Apparel,Sunglasses,T. Novak,Retail Store,40,$34.99,$19.24,"$1,399.60",$769.60,$630.00,45.0%
2025-07-17,North,Canada,Electronics,Bluetooth Speaker,K. Ivanova,Retail Store,5,$39.99,$20.39,$199.95,$101.95,$98.00,49.0%
2025-07-18,West,Germany,Electronics,Bluetooth Speaker,J. Kim,Online,36,$39.99,$20.39,"$1,439.64",$734.04,$705.60,49.0%
2025-07-18,West,Germany,Electronics,Wireless Earbuds,S. Owusu,Online,34,$59.99,$34.79,"$2,039.66","$1,182.86",$856.80,42.0%
2025-07-18,South,Argentina,Home & Kitchen,Blender,S. Owusu,Online,21,$44.99,$28.34,$944.79,$595.14,$349.65,37.0%
2025-07-19,East,Japan,Electronics,Wireless Earbuds,A. Patel,Wholesale,29,$59.99,$34.79,"$1,739.71","$1,008.91",$730.80,42.0%
2025-07-20,South,Argentina,Apparel,Backpack,S. Owusu,Retail Store,35,$54.99,$26.95,"$1,924.65",$943.25,$981.40,51.0%
2025-07-21,North,Canada,Home & Kitchen,Blender,R. Chen,Online,33,$44.99,$28.34,"$1,484.67",$935.22,$549.45,37.0%
2025-07-21,South,Brazil,Office,Monitor Arm,L. Rossi,Online,10,$64.99,$31.85,$649.90,$318.50,$331.40,51.0%
2025-07-21,East,Japan,Office,Desk Lamp,L. Rossi,Online,12,$29.99,$16.79,$359.88,$201.48,$158.40,44.0%
2025-07-21,West,UK,Electronics,Wireless Earbuds,R. Chen,Wholesale,30,$59.99,$34.79,"$1,799.70","$1,043.70",$756.00,42.0%
2025-07-22,South,Brazil,Office,Desk Lamp,R. Chen,Online,28,$29.99,$16.79,$839.72,$470.12,$369.60,44.0%
2025-07-22,South,Brazil,Home & Kitchen,Air Fryer,T. Novak,Retail Store,21,$89.99,$53.99,"$1,889.79","$1,133.79",$756.00,40.0%
2025-07-23,West,UK,Apparel,Running Shoes,A. Patel,Online,39,$74.99,$39.74,"$2,924.61","$1,549.86","$1,374.75",47.0%
2025-07-23,North,USA,Apparel,Running Shoes,M. Silva,Wholesale,20,$74.99,$39.74,"$1,499.80",$794.80,$705.00,47.0%
2025-07-24,East,Japan,Electronics,Bluetooth Speaker,S. Owusu,Retail Store,26,$39.99,$20.39,"$1,039.74",$530.14,$509.60,49.0%
2025-07-24,West,UK,Apparel,Sunglasses,S. Owusu,Retail Store,24,$34.99,$19.24,$839.76,$461.76,$378.00,45.0%
2025-07-26,North,USA,Electronics,Wireless Earbuds,L. Rossi,Retail Store,37,$59.99,$34.79,"$2,219.63","$1,287.23",$932.40,42.0%
2025-07-26,North,Canada,Office,Desk Chair,R. Chen,Online,40,$179.99,$82.80,"$7,199.60","$3,312.00","$3,887.60",54.0%
2025-07-26,East,Japan,Office,Desk Lamp,S. Owusu,Retail Store,6,$29.99,$16.79,$179.94,$100.74,$79.20,44.0%
2025-07-27,South,Argentina,Apparel,Sunglasses,S. Owusu,Online,36,$34.99,$19.24,"$1,259.64",$692.64,$567.00,45.0%
2025-07-29,East,Japan,Apparel,Jacket,J. Kim,Online,37,$99.99,$46.00,"$3,699.63","$1,702.00","$1,997.63",54.0%
2025-07-29,West,Germany,Electronics,Laptop Stand,M. Silva,Retail Store,34,$24.99,$12.25,$849.66,$416.50,$433.16,51.0%
2025-07-30,South,Argentina,Home & Kitchen,Air Fryer,L. Rossi,Wholesale,31,$89.99,$53.99,"$2,789.69","$1,673.69","$1,116.00",40.0%
2025-07-30,West,UK,Electronics,Bluetooth Speaker,L. Rossi,Online,13,$39.99,$20.39,$519.87,$265.07,$254.80,49.0%
2025-07-30,East,India,Electronics,Smart Watch,M. Silva,Online,13,$149.99,$69.00,"$1,949.87",$897.00,"$1,052.87",54.0%
2025-07-30,North,USA,Electronics,Laptop Stand,M. Silva,Online,29,$24.99,$12.25,$724.71,$355.25,$369.46,51.0%
2025-07-31,West,UK,Office,Monitor Arm,T. Novak,Online,6,$64.99,$31.85,$389.94,$191.10,$198.84,51.0%
2025-07-31,East,India,Apparel,Running Shoes,A. Patel,Online,9,$74.99,$39.74,$674.91,$357.66,$317.25,47.0%
2025-07-31,North,Canada,Apparel,Jacket,A. Patel,Retail Store,19,$99.99,$46.00,"$1,899.81",$874.00,"$1,025.81",54.0%
2025-08-01,West,UK,Office,Notebook Set,A. Patel,Online,1,$14.99,$8.69,$14.99,$8.69,$6.30,42.0%
2025-08-01,West,Germany,Electronics,Smart Watch,T. Novak,Online,6,$149.99,$69.00,$899.94,$414.00,$485.94,54.0%
2025-08-01,West,UK,Apparel,Jacket,R. Chen,Retail Store,22,$99.99,$46.00,"$2,199.78","$1,012.00","$1,187.78",54.0%
2025-08-01,West,Germany,Home & Kitchen,Cookware Set,L. Rossi,Online,38,$119.99,$56.40,"$4,559.62","$2,143.20","$2,416.42",53.0%
2025-08-01,South,Argentina,Home & Kitchen,Coffee Maker,M. Silva,Retail Store,19,$69.99,$41.29,"$1,329.81",$784.51,$545.30,41.0%
2025-08-01,West,Germany,Home & Kitchen,Coffee Maker,A. Patel,Wholesale,23,$69.99,$41.29,"$1,609.77",$949.67,$660.10,41.0%
2025-08-01,North,Canada,Office,Notebook Set,J. Kim,Online,7,$14.99,$8.69,$104.93,$60.83,$44.10,42.0%
2025-08-02,East,Japan,Home & Kitchen,Coffee Maker,T. Novak,Retail Store,6,$69.99,$41.29,$419.94,$247.74,$172.20,41.0%
2025-08-03,West,UK,Electronics,Laptop Stand,A. Patel,Retail Store,37,$24.99,$12.25,$924.63,$453.25,$471.38,51.0%
2025-08-03,West,Germany,Electronics,Smart Watch,S. Owusu,Retail Store,15,$149.99,$69.00,"$2,249.85","$1,035.00","$1,214.85",54.0%
2025-08-04,West,UK,Apparel,Sunglasses,A. Patel,Online,14,$34.99,$19.24,$489.86,$269.36,$220.50,45.0%
2025-08-04,East,India,Office,Desk Chair,A. Patel,Retail Store,1,$179.99,$82.80,$179.99,$82.80,$97.19,54.0%
2025-08-04,East,Japan,Apparel,Backpack,K. Ivanova,Wholesale,31,$54.99,$26.95,"$1,704.69",$835.45,$869.24,51.0%
2025-08-04,West,UK,Electronics,Smart Watch,S. Owusu,Online,21,$149.99,$69.00,"$3,149.79","$1,449.00","$1,700.79",54.0%
2025-08-05,North,USA,Home & Kitchen,Blender,M. Silva,Online,18,$44.99,$28.34,$809.82,$510.12,$299.70,37.0%
2025-08-05,North,Canada,Apparel,Jacket,L. Rossi,Retail Store,6,$99.99,$46.00,$599.94,$276.00,$323.94,54.0%
